time,fl_true_x,fl_true_y,fl_true_z,fl_est_x,fl_est_y,fl_est_z,fq_true_x,fq_true_y,fq_true_z,fq_est_x,fq_est_y,fq_est_z,wind_x,wind_y,wind_z
1763202242.437165,0.6111190051493136,0.6079259254284699,0.7571394955063881,0.6365267773918708,-0.6305226514951346,0.00043639894377730165,0.648474063778281,0.6284696852028545,0.7703471662745586,2.4000666910256525,2.512983363570679,1.5103072917517089,5.321162665575684,5.263589759163973,5.484306989939036
1763202242.4770072,0.6052728749633909,0.5975998348435805,0.7609450073992604,0.633210840874782,-0.6277427238488575,0.0007032351514844541,0.6530402440161277,0.6244164443527984,0.7783718612742366,2.3989971011243636,2.5111316259071983,1.5862963466466327,5.335298518381765,5.286727277020921,5.478049182826877
1763202242.4870212,0.6031016638027142,0.5954151688962115,0.7682435686358323,0.6304903264446824,-0.6272480662512534,0.0010633203299518059,0.6567449775393048,0.6262389431904863,0.7882603852600986,2.4008464680263137,2.509404200506052,1.615922072581752,5.334235518596091,5.288695426899874,5.4819448184993655
1763202242.4970496,0.5927158474671849,0.584755356634731,0.7601219079660864,0.6278254672869105,-0.6265228868180586,0.001433251841503989,0.6541959498430078,0.6211206532147582,0.7835884621393978,2.4075280047392296,2.506758670036488,1.6233229107546028,5.320324641470987,5.260912363624735,5.44677951472135
1763202242.507242,0.584966739017789,0.5783524710342252,0.7573752057360982,0.6248719087363236,-0.6256980218806878,0.0017314396933114829,0.6560936802576491,0.6211094753127916,0.7850688744087593,2.4154988860352855,2.497778179369335,1.6265081068857214,5.304750765023033,5.2644276236303975,5.44858870087591
1763202242.5170164,0.582380112590281,0.5773128110643089,0.7531274123711053,0.6219255384781965,-0.6245257127740061,0.001948576381626719,0.665181395368421,0.6269344479917084,0.7856903804700961,2.423099266252234,2.4830617432627253,1.6276997922156577,5.31960776403189,5.286514942253699,5.418660684855072
1763202242.526973,0.5745233124428227,0.568400790475973,0.7382161596921838,0.6195443236923529,-0.6234430391675124,0.002159496834100139,0.671103716919181,0.6249888140180053,0.7763574898855727,2.4309059905787116,2.468214361294293,1.6266922680919302,5.310584322708778,5.2651558358297805,5.391245594082599
1763202242.5369673,0.5681621860707055,0.559804593097503,0.7314202875769387,0.6171557329551042,-0.6222526808531962,0.002383217062597381,0.6814151674696967,0.6236748097134885,0.7764092268512467,2.4397667024910867,2.454557787942358,1.6208894116679364,5.310761238361947,5.257262111414829,5.4109691347561615
1763202242.5469651,0.5604746690031321,0.557543650919103,0.7226286583364089,0.6145308989119879,-0.6209790636450472,0.002585079054060036,0.6933679610454688,0.6293581834667564,0.7755892209343251,2.4482947387245586,2.440267528981858,1.6147846574195215,5.263835275370546,5.266471806440954,5.394863582188827
1763202242.5570376,0.5471266004835217,0.5472295893623206,0.7034100236489925,0.611900977254314,-0.6196001324970439,0.002776592394851823,0.7019659916956884,0.6266363325365697,0.7653071415510915,2.4553805343282735,2.42504638239359,1.6105275038644393,5.2520524512082165,5.256013740488682,5.416633929989832
