time_sec,quad_ref_x,quad_ref_y,quad_ref_z,quad_actual_x,quad_actual_y,quad_actual_z,payload_ref_x,payload_ref_y,payload_ref_z,payload_actual_x,payload_actual_y,payload_actual_z,quad_ref_vx,quad_ref_vy,quad_ref_vz,quad_actual_vx,quad_actual_vy,quad_actual_vz,payload_ref_vx,payload_ref_vy,payload_ref_vz,payload_actual_vx,payload_actual_vy,payload_actual_vz
0,2.87142,0,2.65596,1.9994,0.0421378,2.62134,3,0,2,1.9994,0.0421378,1.9529,0,2.29714,0,-6.67669e-05,0.10886,-0.0633318,-0,2.4,0,-6.67669e-05,0.10886,-0.0633318
0.00997223,2.87133,0.0228986,2.65596,1.9994,0.0432335,2.62072,2.9999,0.023924,2,1.9994,0.0432335,1.95227,-0.0183189,2.29706,0,7.96528e-05,0.110284,-0.0609231,-0.0191392,2.39992,0,7.96528e-05,0.110284,-0.0609231
0.0199007,2.87105,0.0459451,2.65596,1.9994,0.0443435,2.62018,2.99962,0.0480025,2,1.9994,0.0443435,1.95174,-0.0367561,2.29684,0,0.00021298,0.111727,-0.0416829,-0.038402,2.39969,0,0.00021298,0.111727,-0.0416829
0.0299181,2.8706,0.0685872,2.65596,1.9994,0.0454679,2.61996,2.99914,0.0716585,2,1.9994,0.0454679,1.95151,-0.0548697,2.29648,-9.13725e-20,0.000319675,0.113136,0.000317419,-0.0573268,2.39932,0,0.000319223,0.113136,0.000317419
0.0399544,2.86996,0.091678,2.65596,1.9994,0.0466063,2.62023,2.99847,0.0957833,2,1.9994,0.0466061,1.95178,-0.0733424,2.29596,0,0.000834659,0.114587,0.0523411,-0.0766266,2.39878,0,0.000409397,0.114506,0.0523411
0.0498956,2.86913,0.114658,2.65596,1.99943,0.047764,2.62091,2.99761,0.119793,2,1.99941,0.047758,1.95247,-0.0917266,2.2953,9.13725e-20,0.00437767,0.117411,0.0806682,-0.0958341,2.39809,0,0.000483977,0.11588,0.0806684
0.0599094,2.86812,0.137621,2.65596,1.99951,0.0489693,2.62179,2.99655,0.143783,2,1.99941,0.0489237,1.95335,-0.110096,2.2945,0,0.0130875,0.124657,0.0947643,-0.115026,2.39724,0,0.000560607,0.117261,0.0947666
0.0698971,2.86693,0.160545,2.65596,1.99971,0.0502797,2.62281,2.99531,0.167734,2,1.99942,0.0501033,1.95436,-0.128436,2.29354,1.82745e-19,0.0279209,0.138596,0.108367,-0.134187,2.39625,0,0.000633514,0.118668,0.108384
0.0799942,2.86554,0.183727,2.65596,2.00008,0.0517583,2.62395,2.99385,0.191954,2,1.99943,0.0512973,1.95551,-0.146981,2.29243,0,0.0472397,0.157583,0.119039,-0.153563,2.39508,0,0.00074122,0.12013,0.11911
0.0899114,2.86397,0.206741,2.65596,2.00066,0.0534387,2.62515,2.99221,0.215999,2,1.99943,0.052506,1.95671,-0.165393,2.29117,1.82745e-19,0.0682217,0.179054,0.12024,-0.172799,2.39377,0,0.000931652,0.12164,0.120443
0.0999045,2.86224,0.229442,2.65596,2.00146,0.0553551,2.62636,2.99041,0.239716,2,1.99945,0.0537305,1.95792,-0.183554,2.28979,0,0.0928035,0.205111,0.122746,-0.191773,2.39233,0,0.00121251,0.123275,0.123221
0.109913,2.86031,0.252342,2.65596,2.00253,0.0575585,2.62762,2.98839,0.263641,2,1.99946,0.054972,1.95918,-0.201873,2.28825,0,0.121955,0.236474,0.128225,-0.210913,2.39071,0,0.00164401,0.125045,0.129209
0.119925,2.85816,0.275578,2.65596,2.00391,0.0601033,2.62894,2.98615,0.287918,2,1.99948,0.0562321,1.96052,-0.220463,2.28653,0,0.155825,0.273474,0.136308,-0.230335,2.38892,0,0.00227021,0.127026,0.138175
0.130004,2.85587,0.298424,2.65596,2.00566,0.0630478,2.63035,2.98375,0.311787,2,1.99951,0.0575134,1.96196,-0.238739,2.2847,0,0.1945,0.316404,0.146632,-0.24943,2.387,0,0.00316628,0.129278,0.149944
0.139977,2.8534,0.321146,2.65596,2.00782,0.0664513,2.63187,2.98118,0.335527,2,1.99954,0.0588186,1.96352,-0.256917,2.28272,0,0.237912,0.365306,0.158306,-0.268422,2.38494,0,0.00439899,0.13183,0.163865
0.149899,2.85074,0.34397,2.65596,2.01044,0.0703741,2.63352,2.9784,0.359373,2,1.99959,0.0601514,1.96524,-0.275176,2.28059,-3.6549e-19,0.285953,0.420272,0.170561,-0.287499,2.38272,0,0.00602823,0.134799,0.179469
0.159926,2.84792,0.366619,2.65596,2.01355,0.0748767,2.63528,2.97545,0.383036,2,1.99967,0.0615163,1.96712,-0.293295,2.27833,0,0.338353,0.481204,0.182479,-0.306428,2.38036,0,0.00814747,0.138274,0.1962
