quad_ref_x,quad_ref_y,quad_actual_x,quad_actual_y,payload_ref_x,payload_ref_y,payload_actual_x,payload_actual_y
0.549111,0.466,5.49075,0.558784,0.573892,0.563293,5.54298,0.568773
0.571571,0.484364,5.49732,0.573362,0.597341,0.58538,5.55834,0.585337
0.59424,0.502811,5.50289,0.588038,0.621006,0.607555,5.57375,0.602065
0.616664,0.520968,5.50729,0.602855,0.644412,0.62937,5.58918,0.618946
0.638906,0.538886,5.51037,0.617855,0.667626,0.650884,5.60458,0.635971
0.661497,0.556987,5.51198,0.633084,0.6912,0.672604,5.61991,0.65313
0.683746,0.574713,5.51199,0.648602,0.714415,0.693862,5.63512,0.670411
0.706209,0.592506,5.51029,0.664473,0.737851,0.715186,5.65013,0.687802
0.728326,0.609917,5.50681,0.680752,0.760923,0.73604,5.6649,0.705295
0.75028,0.627089,5.50159,0.697473,0.783821,0.756595,5.67935,0.722882
0.772763,0.64456,5.49463,0.714664,0.807269,0.777493,5.69342,0.740556
0.794761,0.661536,5.48585,0.732356,0.830208,0.797785,5.70701,0.75831
0.817315,0.678814,5.47522,0.75057,0.853723,0.818425,5.72001,0.776137
0.838866,0.695201,5.46299,0.769252,0.87619,0.837987,5.73236,0.794039
0.861146,0.712012,5.44948,0.788291,0.899414,0.858042,5.74405,0.812023
0.883029,0.728389,5.43463,0.807582,0.922221,0.877566,5.75493,0.830087
0.904855,0.744587,5.41826,0.827012,0.944966,0.896863,5.76477,0.848226
0.926694,0.760655,5.40043,0.846511,0.967721,0.915991,5.77345,0.866441
0.948597,0.776625,5.38135,0.866065,0.990541,0.934989,5.78088,0.884738
0.970147,0.79219,5.36105,0.885651,1.01299,0.953493,5.78692,0.903121
0.991796,0.807677,5.33947,0.905223,1.03554,0.971891,5.79136,0.921588
1.01355,0.823079,5.31652,0.924718,1.05819,0.990174,5.79395,0.940141
1.03498,0.838097,5.29244,0.944106,1.08051,1.00799,5.79463,0.95879
1.05634,0.852903,5.26742,0.963346,1.10274,1.02554,5.79333,0.977541
1.07801,0.867764,5.24154,0.98237,1.12531,1.04315,5.78993,0.996399
1.09946,0.882291,5.2148,1.00108,1.14764,1.06034,5.78423,1.01536
1.12042,0.896324,5.18722,1.0194,1.16946,1.07694,5.77606,1.03444
1.14157,0.910303,5.15894,1.03733,1.19147,1.09347,5.76536,1.05363
1.16272,0.924104,5.13002,1.05488,1.21347,1.10977,5.75202,1.07292
1.18379,0.937668,5.10046,1.07203,1.2354,1.12579,5.73587,1.09232
1.20479,0.951003,5.07028,1.08876,1.25725,1.14152,5.71685,1.11181
1.22603,0.964294,5.03965,1.10509,1.27935,1.15718,5.695,1.1314
1.24692,0.977166,5.00868,1.12104,1.30108,1.17235,5.6704,1.15106
1.26749,0.989644,4.97743,1.1366,1.32247,1.18704,5.6431,1.17081
1.28822,1.00202,4.94587,1.15172,1.34403,1.2016,5.61308,1.19061
1.30906,1.01426,4.91398,1.16636,1.36571,1.21599,5.58042,1.21045
1.32918,1.02586,4.88184,1.18053,1.38662,1.22962,5.54527,1.23033
1.34977,1.03752,4.84958,1.1943,1.40803,1.24331,5.50788,1.25023
1.36994,1.04873,4.81722,1.20768,1.429,1.25647,5.4684,1.27015
1.38993,1.05963,4.78475,1.22064,1.44979,1.26925,5.42696,1.29007
1.41039,1.07056,4.75218,1.23314,1.47106,1.28206,5.38373,1.30998
1.43098,1.08133,4.71949,1.24518,1.49246,1.29467,5.33887,1.32987
1.45084,1.09148,4.68671,1.25673,1.51311,1.30655,5.29256,1.34974
1.47052,1.10131,4.65384,1.26776,1.53356,1.31805,5.24498,1.36956
1.49081,1.1112,4.6209,1.27826,1.55465,1.32961,5.19629,1.38935
1.51033,1.12048,4.58791,1.28823,1.57494,1.34045,5.14668,1.40908
1.53002,1.1296,4.55492,1.29765,1.59541,1.3511,5.0963,1.42876
1.54915,1.13822,4.52195,1.30652,1.6153,1.36116,5.0453,1.44839
1.56872,1.14678,4.48904,1.31483,1.63563,1.37115,4.99384,1.46794
1.58813,1.15502,4.45623,1.32258,1.6558,1.38075,4.94201,1.48743
1.60721,1.16287,4.42356,1.32978,1.67564,1.3899,4.88995,1.50684
1.62646,1.17052,4.39107,1.33642,1.69564,1.39881,4.83775,1.52616
1.64515,1.1777,4.3588,1.34249,1.71507,1.40716,4.78551,1.5454
1.66402,1.18469,4.32677,1.348,1.73468,1.41529,4.73329,1.56452
1.68303,1.19145,4.29502,1.35294,1.75444,1.42314,4.68116,1.58354
1.70154,1.19776,4.26358,1.35731,1.77368,1.43048,4.6292,1.60243
1.72003,1.2038,4.23248,1.3611,1.79289,1.43749,4.57745,1.62118
1.73841,1.20953,4.20175,1.36433,1.812,1.44414,4.52596,1.63978
1.75692,1.21501,4.17142,1.36699,1.83124,1.4505,4.47478,1.6582
1.77491,1.22007,4.14152,1.36909,1.84995,1.45635,4.42396,1.67643
1.7931,1.22489,4.11208,1.37063,1.86885,1.46193,4.37353,1.69444
1.81139,1.22944,4.08314,1.37162,1.88788,1.4672,4.32353,1.71221
1.8292,1.23358,4.05471,1.37206,1.90639,1.47198,4.27399,1.72969
1.84686,1.23739,4.02683,1.37198,1.92476,1.47639,4.22495,1.74685
1.86441,1.24088,3.99952,1.37137,1.94301,1.48042,4.17642,1.76365
1.88216,1.24411,3.97279,1.37026,1.96147,1.48414,4.12845,1.78005
1.89939,1.24695,3.94668,1.36866,1.97939,1.4874,4.08106,1.79598
1.91658,1.24947,3.92119,1.36658,1.99727,1.4903,4.03428,1.8114
1.93382,1.25169,3.89634,1.36406,2.0152,1.49285,3.98814,1.82624
1.9508,1.25356,3.87214,1.36111,2.03288,1.49499,3.94269,1.84043
1.96805,1.25514,3.84862,1.35777,2.05083,1.49679,3.89795,1.85392
1.98437,1.25633,3.82576,1.35407,2.06781,1.49814,3.85397,1.86661
2.00099,1.25722,3.80359,1.35005,2.08511,1.49914,3.81081,1.87844
2.01745,1.25779,3.78211,1.34574,2.10225,1.49976,3.7685,1.88931
2.0339,1.25802,3.76131,1.34118,2.11938,1.5,3.7271,1.89914
2.05038,1.25793,3.74119,1.33641,2.13654,1.49984,3.68667,1.90786
2.06656,1.25749,3.72174,1.33147,2.15339,1.4993,3.64727,1.91536
2.0826,1.25673,3.70293,1.32641,2.1701,1.49838,3.60894,1.92158
2.0982,1.25565,3.68477,1.32128,2.18635,1.49709,3.57177,1.92643
2.11392,1.25423,3.66721,1.31613,2.20273,1.4954,3.5358,1.92984
2.12968,1.25246,3.65024,1.311,2.21916,1.49331,3.5011,1.93174
2.14493,1.25041,3.63382,1.30597,2.23505,1.49088,3.46774,1.93207
2.16033,1.24798,3.61794,1.30106,2.25111,1.48802,3.43577,1.93079
2.1756,1.24523,3.60255,1.29634,2.26704,1.48478,3.40525,1.92785
2.19058,1.24217,3.58761,1.29184,2.28266,1.48118,3.37622,1.92323
2.20538,1.23879,3.57309,1.28761,2.29811,1.47722,3.34873,1.9169
2.22013,1.23507,3.55895,1.28369,2.3135,1.47285,3.32284,1.90885
2.23463,1.23105,3.54515,1.2801,2.32864,1.46814,3.29856,1.8991
2.24901,1.22671,3.53164,1.27687,2.34365,1.46305,3.27594,1.88765
2.26317,1.22207,3.51838,1.274,2.35845,1.45761,3.255,1.87453
2.27759,1.21697,3.50531,1.2715,2.37351,1.45163,3.23576,1.85978
2.29134,1.21174,3.4924,1.26936,2.38788,1.4455,3.21823,1.84343
2.30518,1.20611,3.47959,1.26757,2.40234,1.4389,3.20241,1.82556
2.31878,1.20019,3.46685,1.26609,2.41657,1.43197,3.1883,1.80621
2.33237,1.19391,3.45414,1.2649,2.43078,1.42461,3.17589,1.78548
2.34609,1.18717,3.44143,1.26394,2.44513,1.41671,3.16514,1.76346
2.35906,1.18041,3.42871,1.26316,2.45871,1.40879,3.15604,1.74024
2.37181,1.1734,3.41597,1.2625,2.47206,1.40057,3.14852,1.71594
2.38524,1.16561,3.40321,1.2619,2.48611,1.39144,3.14254,1.69069
2.39768,1.158,3.39044,1.2613,2.49915,1.38253,3.13802,1.66462
2.41047,1.14978,3.37768,1.26061,2.51255,1.37289,3.13491,1.63785
2.4228,1.14146,3.36495,1.25975,2.52547,1.36313,3.13312,1.61053
2.43508,1.13277,3.35228,1.25864,2.53835,1.35294,3.13256,1.58278
2.44717,1.12381,3.33967,1.25721,2.55103,1.34242,3.13315,1.55473
2.45915,1.11453,3.32717,1.25537,2.5636,1.33153,3.13481,1.5265
2.47091,1.105,3.31479,1.25306,2.57594,1.32034,3.13743,1.49822
2.48268,1.09504,3.30257,1.25019,2.5883,1.30865,3.14095,1.46998
2.49411,1.08496,3.29052,1.24668,2.60031,1.2968,3.14528,1.44188
2.50553,1.07445,3.27868,1.24247,2.6123,1.28445,3.15035,1.414
2.51644,1.06401,3.26705,1.23749,2.62377,1.27217,3.15609,1.38642
2.52755,1.05293,3.25568,1.23168,2.63545,1.25914,3.16243,1.3592
2.53821,1.04188,3.24456,1.22502,2.64667,1.24614,3.1693,1.3324
2.54894,1.03032,3.23372,1.21746,2.65795,1.23253,3.17666,1.30606
2.55946,1.01853,3.22316,1.20899,2.66903,1.21865,3.18446,1.28022
2.5698,1.00651,3.21289,1.1996,2.67992,1.20448,3.19265,1.2549
2.58001,0.994181,3.20292,1.18928,2.69068,1.18995,3.20119,1.23012
2.59014,0.981481,3.19325,1.17804,2.70135,1.17497,3.21007,1.20591
2.59968,0.96908,3.18386,1.16587,2.71141,1.16034,3.21924,1.18228
2.6094,0.955974,3.17476,1.1528,2.72167,1.14487,3.22867,1.15923
2.619,0.942569,3.16592,1.13883,2.73179,1.12904,3.23836,1.13678
2.62828,0.929123,3.15734,1.12398,2.74159,1.11315,3.24826,1.11494
2.63742,0.915394,3.149,1.10825,2.75125,1.09692,3.25836,1.09369
2.64635,0.901504,3.14087,1.09166,2.76068,1.08049,3.26862,1.07305
2.65504,0.887519,3.13294,1.07422,2.76986,1.06394,3.27902,1.05301
2.66376,0.872966,3.12519,1.05595,2.77908,1.0467,3.28951,1.03357
2.67213,0.858509,3.1176,1.03688,2.78794,1.02957,3.30007,1.01472
2.68047,0.843592,3.11017,1.01705,2.79676,1.01189,3.31064,0.996456
2.6885,0.828716,3.10287,0.996491,2.80526,0.994246,3.3212,0.978767
2.69648,0.813388,3.09572,0.975257,2.81371,0.976056,3.33168,0.961645
2.70424,0.797969,3.08869,0.95339,2.82193,0.957747,3.34206,0.945074
2.71191,0.78217,3.0818,0.930937,2.83006,0.938977,3.35227,0.929039
2.71929,0.766431,3.07503,0.90794,2.83788,0.920267,3.36227,0.913521
2.72653,0.750405,3.06839,0.884449,2.84557,0.901205,3.37201,0.898498
2.73353,0.734386,3.06188,0.860514,2.85299,0.882142,3.38142,0.883947
2.7405,0.717812,3.05551,0.836178,2.8604,0.862406,3.39047,0.869838
2.74761,0.700277,3.04926,0.811485,2.86795,0.841515,3.39909,0.856138
2.75372,0.684662,3.04315,0.786482,2.87444,0.8229,3.40723,0.842818
2.76006,0.66784,3.03718,0.761218,2.88118,0.802837,3.41485,0.829843
2.76626,0.650788,3.03136,0.735742,2.88777,0.782488,3.42191,0.817179
2.77229,0.633542,3.02569,0.710099,2.89418,0.761896,3.42836,0.804792
2.77826,0.615805,3.02018,0.684337,2.90053,0.740707,3.43418,0.792649
2.78388,0.598405,3.01484,0.658505,2.90652,0.719908,3.43934,0.780715
2.78947,0.580409,3.00968,0.632647,2.91247,0.698387,3.44383,0.768959
2.79464,0.563096,3.00471,0.606806,2.91798,0.677671,3.44762,0.757347
2.7998,0.545082,2.99994,0.581017,2.92347,0.656107,3.45072,0.74585
2.80475,0.527034,2.99537,0.55531,2.92875,0.63449,3.45311,0.734439
2.80955,0.508768,2.99101,0.529711,2.93387,0.612602,3.45482,0.723089
2.81413,0.49057,2.98687,0.504244,2.93875,0.590785,3.45584,0.71178
2.81859,0.471983,2.98293,0.478923,2.94352,0.56849,3.45619,0.700493
2.82283,0.453489,2.97921,0.453758,2.94804,0.546298,3.4559,0.689204
2.82692,0.43478,2.97571,0.428754,2.9524,0.523838,3.45497,0.677897
2.8308,0.416066,2.9724,0.403911,2.95655,0.501363,3.45343,0.666552
2.83452,0.39718,2.96929,0.379228,2.96053,0.47867,3.4513,0.655152
2.83813,0.377838,2.96638,0.354703,2.96438,0.455422,3.44861,0.643683
2.84143,0.359154,2.96364,0.330334,2.96791,0.432956,3.44537,0.632135
2.84465,0.339794,2.96108,0.306119,2.97135,0.409667,3.44162,0.620497
2.8476,0.320918,2.95868,0.282052,2.97451,0.386953,3.43738,0.608758
2.85043,0.301611,2.95643,0.25813,2.97753,0.363714,3.43267,0.596907
2.85309,0.282219,2.95432,0.234345,2.98037,0.340364,3.4275,0.584934
2.85556,0.262807,2.95234,0.210693,2.98301,0.316983,3.4219,0.572825
2.85788,0.243025,2.95047,0.187164,2.9855,0.29315,3.41587,0.560564
2.85998,0.223592,2.94867,0.163707,2.98775,0.269732,3.40936,0.548072
2.86193,0.203869,2.94688,0.140239,2.98983,0.245958,3.40223,0.535222
2.86366,0.184393,2.94502,0.116675,2.99169,0.222477,3.39439,0.521882
2.86525,0.164532,2.94303,0.0929455,2.99339,0.198527,3.38573,0.507931
2.86665,0.144728,2.94089,0.0690403,2.9949,0.17464,3.37629,0.493342
2.86786,0.125067,2.93868,0.0450889,2.99619,0.150923,3.36629,0.478303
2.86891,0.105145,2.93642,0.0211447,2.99731,0.126888,3.35583,0.462871
2.86978,0.0850746,2.93407,-0.0027949,2.99824,0.102671,3.34491,0.447
2.87045,0.0652694,2.93166,-0.0266795,2.99897,0.0787714,3.33359,0.430741
2.87095,0.0454005,2.92924,-0.0504379,2.9995,0.0547934,3.32201,0.414196
2.87127,0.0260361,2.92684,-0.0740327,2.99984,0.0314231,3.31023,0.397408
2.87141,0.00604079,2.92447,-0.0974237,2.99999,0.00729071,3.29832,0.380433
2.87137,-0.0140322,2.92218,-0.120572,2.99995,-0.0169356,3.28634,0.363323
2.87116,-0.0339538,2.91999,-0.143444,2.99972,-0.0409789,3.27435,0.346123
2.87076,-0.0539668,2.9179,-0.166019,2.99929,-0.0651316,3.26238,0.328856
2.87019,-0.0734884,2.91593,-0.188278,2.99869,-0.0886898,3.25046,0.311538
2.86944,-0.0934104,2.91406,-0.210205,2.99788,-0.112729,3.23862,0.29418
2.86851,-0.113162,2.9123,-0.231784,2.99688,-0.136561,3.22686,0.276792
2.8674,-0.132956,2.91063,-0.253003,2.99569,-0.16044,3.21522,0.259378
2.8661,-0.152817,2.90906,-0.27385,2.99431,-0.184397,3.2037,0.241943
2.86465,-0.172392,2.90755,-0.294313,2.99275,-0.208005,3.19231,0.224489
2.86299,-0.192222,2.9061,-0.314379,2.99097,-0.231916,3.18107,0.207018
2.86117,-0.211729,2.9047,-0.334038,2.98903,-0.255433,3.17,0.189532
2.85915,-0.231521,2.90331,-0.353282,2.98686,-0.279288,3.1591,0.172033
2.85699,-0.250795,2.90191,-0.372103,2.98455,-0.302512,3.14838,0.154521
2.85461,-0.27043,2.90049,-0.390492,2.982,-0.326166,3.13786,0.136995
2.85206,-0.289917,2.89901,-0.408447,2.97927,-0.349633,3.12754,0.119455
2.84931,-0.309457,2.89744,-0.425965,2.97633,-0.373159,3.11743,0.101903
2.84646,-0.328355,2.89575,-0.443044,2.97329,-0.395904,3.10755,0.0843418
2.84335,-0.347753,2.89392,-0.459682,2.96996,-0.419242,3.0979,0.066774
2.84012,-0.366708,2.89191,-0.475881,2.96651,-0.442039,3.08848,0.0492032
2.83667,-0.385826,2.88968,-0.491642,2.96282,-0.465025,3.07932,0.0316344
2.83304,-0.404815,2.88719,-0.506969,2.95895,-0.487845,3.0704,0.0140718
2.82926,-0.423585,2.8844,-0.521872,2.95491,-0.510394,3.06174,-0.00348245
2.82535,-0.442079,2.88127,-0.536363,2.95073,-0.532602,3.05333,-0.0210252
2.82117,-0.460858,2.87777,-0.55045,2.94626,-0.555143,3.04519,-0.0385489
2.81686,-0.479311,2.87387,-0.564144,2.94167,-0.577282,3.03732,-0.0560447
2.81232,-0.497847,2.86949,-0.577463,2.93683,-0.59951,3.02971,-0.0735168
2.80767,-0.516013,2.86432,-0.590448,2.93187,-0.621285,3.02235,-0.0910621
2.80281,-0.53421,2.85809,-0.603154,2.92668,-0.643087,3.01518,-0.108775
2.79777,-0.552262,2.85062,-0.615654,2.92131,-0.664703,3.0082,-0.126742
2.79251,-0.570307,2.84173,-0.628041,2.91571,-0.686301,3.00135,-0.145079
2.78717,-0.587895,2.83129,-0.640414,2.91003,-0.707341,2.99459,-0.1639
2.78146,-0.60597,2.81951,-0.652794,2.90394,-0.728952,2.98791,-0.183186
2.77584,-0.62306,2.80684,-0.665066,2.89796,-0.749375,2.98136,-0.202759
2.7699,-0.640443,2.79341,-0.67716,2.89164,-0.770137,2.97493,-0.222575
2.76384,-0.657505,2.77909,-0.689053,2.8852,-0.790505,2.96856,-0.242722
2.75755,-0.674583,2.7639,-0.700692,2.87851,-0.81088,2.96224,-0.263207
2.75108,-0.691468,2.74819,-0.711996,2.87164,-0.831015,2.956,-0.283873
2.74444,-0.708182,2.73219,-0.722925,2.86458,-0.850934,2.94988,-0.304609
2.73746,-0.725114,2.71605,-0.733449,2.85717,-0.871102,2.94389,-0.325345
2.73069,-0.740962,2.69992,-0.743539,2.84998,-0.889969,2.93804,-0.346007
2.72357,-0.757031,2.68386,-0.753174,2.84243,-0.909087,2.93234,-0.366552
2.71621,-0.773059,2.66792,-0.762344,2.83462,-0.928147,2.92678,-0.386948
2.7088,-0.788635,2.65212,-0.771047,2.82677,-0.946659,2.92135,-0.407182
2.70106,-0.804357,2.63648,-0.779288,2.81856,-0.965333,2.91604,-0.427245
2.69324,-0.819679,2.621,-0.787079,2.81028,-0.983523,2.91083,-0.447136
2.68518,-0.834922,2.60569,-0.794433,2.80175,-1.00161,2.90568,-0.466855
2.67694,-0.849973,2.60265,-0.795854,2.79302,-1.01946,2.90466,-0.470778
2.66858,-0.864703,2.56073,-0.814079,2.78418,-1.03691,2.89046,-0.52496
2.66008,-0.879169,2.54609,-0.819899,2.77519,-1.05405,2.88537,-0.543963
2.65141,-0.893423,2.53162,-0.825404,2.76602,-1.07092,2.88023,-0.562773
2.64256,-0.907462,2.51732,-0.830636,2.75667,-1.08754,2.87501,-0.581383
2.63337,-0.921535,2.5032,-0.835647,2.74697,-1.10418,2.8697,-0.599788
2.62434,-0.934891,2.48926,-0.840494,2.73743,-1.11997,2.86424,-0.61798
2.61482,-0.94847,2.47551,-0.845236,2.72738,-1.13601,2.85864,-0.635947
2.60528,-0.961587,2.46195,-0.849936,2.71732,-1.1515,2.85287,-0.653672
2.59551,-0.974559,2.4486,-0.854654,2.70701,-1.16681,2.84692,-0.671138
2.58557,-0.987273,2.44201,-0.85704,2.69653,-1.18181,2.84388,-0.679767
2.57538,-0.99983,2.41621,-0.866935,2.6858,-1.19661,2.83127,-0.71354
2.56524,-1.01187,2.39136,-0.877663,2.67512,-1.2108,2.81801,-0.746003
2.5548,-1.02381,2.36746,-0.889585,2.66413,-1.22486,2.80423,-0.777014
2.54425,-1.03542,2.34449,-0.902961,2.65302,-1.23854,2.79008,-0.806454
2.53344,-1.04688,2.30597,-0.930215,2.64165,-1.25202,2.76485,-0.853983
2.52258,-1.05794,2.29518,-0.938945,2.63023,-1.26503,2.75757,-0.866612
2.51143,-1.06886,2.28443,-0.948109,2.6185,-1.27787,2.75027,-0.878816
2.50026,-1.07936,2.2737,-0.957635,2.60677,-1.29022,2.74295,-0.890593
2.48877,-1.08972,2.26301,-0.967446,2.5947,-1.3024,2.73564,-0.901942
2.47762,-1.09938,2.25234,-0.977488,2.58299,-1.31374,2.72832,-0.912864
2.46595,-1.10907,2.24171,-0.987725,2.57073,-1.32512,2.721,-0.923363
2.45424,-1.11838,2.23109,-0.998128,2.55844,-1.33605,2.71368,-0.933441
2.44175,-1.12788,2.22047,-1.00867,2.54535,-1.34719,2.70632,-0.943101
2.42992,-1.13647,2.20983,-1.01934,2.53293,-1.35728,2.69892,-0.952352
2.41753,-1.14507,2.19917,-1.03012,2.51994,-1.36736,2.69146,-0.961197
2.40519,-1.15323,2.19168,-1.03771,2.50701,-1.37693,2.68618,-0.967152
2.39234,-1.16131,2.17877,-1.05083,2.49355,-1.38641,2.67702,-0.976916
2.37958,-1.16895,2.16793,-1.06183,2.48018,-1.39536,2.66924,-0.984635
2.36652,-1.17636,2.15699,-1.07288,2.46651,-1.40404,2.66129,-0.991985
2.35339,-1.18341,2.14593,-1.08397,2.45278,-1.4123,2.65316,-0.998979
2.33991,-1.19025,2.13473,-1.09508,2.43867,-1.42033,2.64481,-1.00563
2.32605,-1.19688,2.12337,-1.10619,2.42417,-1.42809,2.63621,-1.01195
2.31252,-1.20296,2.11183,-1.1173,2.41002,-1.43522,2.62733,-1.01795
2.2993,-1.20855,2.10009,-1.12837,2.3962,-1.44176,2.61815,-1.02365
2.28548,-1.21402,2.08812,-1.13939,2.38175,-1.44817,2.60864,-1.02906
2.27126,-1.21926,2.0759,-1.15034,2.3669,-1.45431,2.60177,-1.03269
2.25721,-1.22407,2.06341,-1.16118,2.35222,-1.45995,2.5885,-1.03908
2.2428,-1.22863,2.05063,-1.17191,2.33717,-1.4653,2.58108,-1.04235
2.22834,-1.23284,2.03754,-1.18248,2.32208,-1.47023,2.56672,-1.04814
2.21342,-1.23681,2.02412,-1.19287,2.3065,-1.47489,2.55517,-1.05234
2.19905,-1.24028,2.01034,-1.20305,2.29151,-1.47896,2.54314,-1.05635
2.18422,-1.24351,1.99619,-1.21299,2.27604,-1.48276,2.53063,-1.06018
2.16886,-1.24649,1.98165,-1.22265,2.26001,-1.48626,2.51762,-1.06384
2.15357,-1.24909,1.9667,-1.23199,2.24406,-1.48933,2.50412,-1.06734
2.13807,-1.25137,1.95134,-1.24098,2.2279,-1.49202,2.49012,-1.0707
2.12299,-1.25326,1.93556,-1.24958,2.21219,-1.49425,2.47562,-1.07392
2.10718,-1.25488,1.91934,-1.25775,2.1957,-1.49618,2.46063,-1.07701
2.09184,-1.25613,1.90268,-1.26547,2.17972,-1.49766,2.44515,-1.07999
2.07598,-1.25708,1.88558,-1.27269,2.1632,-1.49881,2.42919,-1.08285
2.05964,-1.25772,1.86804,-1.27938,2.14618,-1.49958,2.41278,-1.08561
2.04362,-1.25801,1.85006,-1.2855,2.1295,-1.49996,2.39592,-1.08826
2.0273,-1.25797,1.83166,-1.29102,2.1125,-1.49995,2.37863,-1.09081
2.0108,-1.2576,1.81283,-1.2959,2.09532,-1.49955,2.36094,-1.09326
1.99444,-1.25691,1.7936,-1.30011,2.07829,-1.49879,2.34286,-1.09561
1.97651,-1.2558,1.77399,-1.30361,2.05963,-1.49753,2.32442,-1.09784
1.9609,-1.25453,1.75401,-1.30636,2.04338,-1.49609,2.30564,-1.09995
1.94369,-1.25282,1.73369,-1.30834,2.02547,-1.49414,2.28656,-1.10194
1.92624,-1.25075,1.71306,-1.3095,2.00732,-1.49177,2.26718,-1.10379
1.9096,-1.24848,1.69214,-1.30982,1.99001,-1.48917,2.24753,-1.10551
1.89244,-1.24584,1.67096,-1.30928,1.97216,-1.48613,2.22764,-1.10708
1.87493,-1.24283,1.64955,-1.30785,1.95394,-1.48267,2.20753,-1.10849
1.85755,-1.23955,1.62796,-1.30552,1.93587,-1.47888,2.1872,-1.10975
1.83951,-1.23584,1.60621,-1.30227,1.91711,-1.47459,2.16666,-1.11084
1.82178,-1.23189,1.58434,-1.29811,1.89868,-1.47003,2.14594,-1.11175
1.80366,-1.22755,1.56239,-1.29306,1.87984,-1.46502,2.12502,-1.11247
1.78593,-1.22302,1.5404,-1.28712,1.8614,-1.45977,2.10392,-1.11301
1.76771,-1.21808,1.5184,-1.28032,1.84246,-1.45405,2.08263,-1.11335
1.74926,-1.21278,1.49643,-1.27271,1.82328,-1.4479,2.06113,-1.11349
1.73088,-1.20722,1.47452,-1.2643,1.80417,-1.44145,2.03943,-1.11342
1.71266,-1.20143,1.4527,-1.25513,1.78524,-1.43474,2.01752,-1.11314
1.69411,-1.19526,1.43102,-1.24526,1.76596,-1.42758,1.99539,-1.11263
1.67538,-1.18876,1.40951,-1.23472,1.74649,-1.42002,1.97303,-1.11188
1.65638,-1.18189,1.38819,-1.22354,1.72674,-1.41203,1.95044,-1.11089
1.63748,-1.17479,1.36709,-1.21178,1.7071,-1.40377,1.92762,-1.10965
1.61847,-1.16738,1.34624,-1.19945,1.68734,-1.39515,1.90456,-1.10814
1.59941,-1.15969,1.32566,-1.18661,1.66753,-1.3862,1.88126,-1.10636
1.58009,-1.15164,1.30537,-1.17328,1.64745,-1.37681,1.85773,-1.10429
1.56091,-1.14339,1.28538,-1.15949,1.62751,-1.3672,1.83394,-1.10192
1.54114,-1.13463,1.2657,-1.14527,1.60697,-1.35698,1.80992,-1.09924
1.52182,-1.12583,1.24635,-1.13066,1.58689,-1.3467,1.78566,-1.09623
1.50216,-1.11662,1.22733,-1.11567,1.56645,-1.33595,1.76117,-1.09287
1.4825,-1.10718,1.20866,-1.10033,1.54602,-1.32492,1.73644,-1.08916
1.4625,-1.09733,1.19032,-1.08467,1.52522,-1.3134,1.71149,-1.08508
1.44252,-1.08725,1.17233,-1.06872,1.50446,-1.3016,1.68632,-1.08061
1.42184,-1.07658,1.15467,-1.05251,1.48296,-1.28911,1.66092,-1.07575
1.40258,-1.06642,1.13735,-1.03606,1.46294,-1.2772,1.63532,-1.07048
1.3818,-1.05523,1.12035,-1.01939,1.44133,-1.26409,1.60952,-1.06478
1.36182,-1.04424,1.10367,-1.00255,1.42056,-1.2512,1.58353,-1.05865
1.34082,-1.03248,1.08728,-0.985546,1.39873,-1.23739,1.55735,-1.05207
