time_sec,quad_ref_x,quad_ref_y,quad_ref_z,quad_actual_x,quad_actual_y,quad_actual_z,payload_ref_x,payload_ref_y,payload_ref_z,payload_actual_x,payload_actual_y,payload_actual_z,quad_ref_vx,quad_ref_vy,quad_ref_vz,quad_actual_vx,quad_actual_vy,quad_actual_vz,payload_ref_vx,payload_ref_vy,payload_ref_vz,payload_actual_vx,payload_actual_vy,payload_actual_vz
0,2.87142,0,2.65596,2.50356,0.546073,2.62688,3,0,2,2.50356,0.546073,1.95844,0,2.29714,0,1.31962,1.4726,-0.0526878,-0,2.4,0,1.31962,1.4726,-0.0526878
0.0100687,2.87132,0.0233161,2.65596,2.51283,0.556428,2.62652,2.9999,0.0243601,2,2.51684,0.560895,1.95792,-0.0186528,2.29706,0,1.33111,1.4861,-0.0510938,-0.0194881,2.39992,0,1.33599,1.49184,-0.0481782
0.0199442,2.87105,0.0461861,2.65596,2.53028,0.575908,2.62598,2.99961,0.0482543,2,2.53028,0.575908,1.95754,-0.0369489,2.29684,0,1.35217,1.51093,-0.0246008,-0.0386035,2.39969,0,1.35217,1.51093,-0.0246008
0.029976,2.87059,0.069203,2.65596,2.54388,0.591115,2.62595,2.99913,0.0723019,2,2.53978,0.586532,1.95747,-0.0553624,2.29647,-9.13725e-20,1.36857,1.53039,0.0210262,-0.0578415,2.3993,0,1.36366,1.52457,0.00564732
0.0399508,2.86995,0.0919807,2.65596,2.55764,0.606515,2.6264,2.99846,0.0960995,2,2.55765,0.606515,1.95795,-0.0735845,2.29596,-9.13725e-20,1.38397,1.54958,0.0641241,-0.0768796,2.39877,0,1.38472,1.54959,0.0641241
0.0500001,2.8691,0.115403,2.65596,2.57154,0.622104,2.62713,2.99758,0.12057,2,2.56738,0.617408,1.95845,-0.0923221,2.29528,9.13725e-20,1.39517,1.56821,0.0790238,-0.0964563,2.39806,0,1.39559,1.56263,0.075747
0.0600557,2.86808,0.138379,2.65596,2.58133,0.633128,2.62772,2.99651,0.144576,2,2.58141,0.633127,1.95927,-0.110703,2.29447,0,1.39909,1.58131,0.0907031,-0.115661,2.39721,0,1.41096,1.58119,0.0907046
0.069926,2.86691,0.160871,2.65596,2.5995,0.653841,2.62913,2.99529,0.168074,2,2.5956,0.64903,1.96032,-0.128697,2.29353,0,1.39499,1.60518,0.128176,-0.13446,2.39623,0,1.42638,1.5994,0.119595
0.0799569,2.86553,0.183758,2.65596,2.61341,0.66998,2.63052,2.99385,0.191986,2,2.61427,0.669973,1.96207,-0.147006,2.29243,0,1.38688,1.62269,0.145605,-0.153589,2.39508,0,1.44565,1.62239,0.14568
0.0901029,2.86392,0.207388,2.65596,2.6231,0.681381,2.63155,2.99217,0.216675,2,2.62442,0.681373,1.96311,-0.16591,2.29114,0,1.38086,1.6347,0.149002,-0.17334,2.39373,0,1.45584,1.63469,0.149151
0.0999567,2.8622,0.22989,2.65596,2.64096,0.702776,2.63353,2.99037,0.240184,2,2.64347,0.702774,1.96509,-0.183912,2.28976,-1.82745e-19,1.36522,1.65667,0.154621,-0.192147,2.3923,0,1.47472,1.6579,0.155032
0.110058,2.86019,0.253652,2.65596,2.65453,0.719422,2.63509,2.98827,0.26501,2,2.65829,0.719441,1.96666,-0.202921,2.28816,0,1.3486,1.67239,0.158623,-0.212008,2.39062,0,1.489,1.67536,0.159413
0.119971,2.85813,0.275933,2.65596,2.66792,0.736221,2.6367,2.98612,0.28829,2,2.67325,0.736282,1.96828,-0.220747,2.2865,0,1.32808,1.68741,0.163504,-0.230632,2.38889,0,1.50342,1.69303,0.164904
0.130002,2.8558,0.299053,2.65596,2.68108,0.753167,2.63836,2.98369,0.312445,2,2.68836,0.753302,1.96996,-0.239242,2.28464,0,1.30332,1.70157,0.169295,-0.249956,2.38695,0,1.51775,1.71084,0.171632
0.139926,2.85337,0.321479,2.65596,2.69397,0.770248,2.64009,2.98114,0.335874,2,2.7036,0.770498,1.97171,-0.257183,2.28269,3.6549e-19,1.2737,1.71436,0.175845,-0.2687,2.38491,0,1.53137,1.72829,0.179565
0.149924,2.85064,0.344829,2.65596,2.7028,0.782278,2.64134,2.97829,0.360271,2,2.71898,0.787867,1.97355,-0.275863,2.28051,-7.3098e-19,1.25026,1.7225,0.180778,-0.288217,2.38263,0,1.54467,1.74557,0.18866
0.159943,2.84784,0.367265,2.65596,2.71874,0.804762,2.64375,2.97536,0.383711,2,2.72983,0.800128,1.9749,-0.293812,2.27827,0,1.20148,1.73634,0.190296,-0.306969,2.38029,0,1.55391,1.75774,0.195596
