time,fl_true_x,fl_true_y,fl_true_z,fl_est_x,fl_est_y,fl_est_z,fq_true_x,fq_true_y,fq_true_z,fq_est_x,fq_est_y,fq_est_z,wind_x,wind_y,wind_z
1764059603.786059,0.03253580772246036,-0.0017785103630312056,0.002694511360743897,0.03522175051559877,-0.0024532795878996036,0.0012026448209766431,0.032539027006805166,-0.0017786863393160922,0.00269464420864626,0.03633040790607556,-0.0022482520796230313,0.0014010356559574695,1.8194104439545808,-0.11269355955729239,0.062095026058235234
1764059603.795938,0.03172979248327472,-0.0018271102776324006,0.0022965768016473655,0.03158241348901031,-0.0032708839985976916,0.0024242205599681148,0.03173289438347685,-0.0018272888956848985,0.0022966887631294284,0.03680752288475542,-0.002303170538327768,0.00337845802146345,1.8223294739009572,-0.11436898489075235,0.06649263797200243
1764059603.8061783,0.03284651727853057,-0.002306557174715751,0.002472739630311776,0.03229553083503723,-0.0057157546798534365,0.002671276011626311,0.032849785476643995,-0.0023067866750229827,0.00247286229901849,0.04485482536367124,-0.0033869645524747336,0.005311088524310627,1.829044444526258,-0.1438134577775044,0.07868099099247593
1764059603.8160002,0.03161340938739154,-0.0025335194718874737,0.0015976771240444896,0.031206444449401925,-0.007676330699737958,0.0021879029469057646,0.03161649886479512,-0.0025337670646435728,0.0015977550911458376,0.053266224065402934,-0.0035851665721646784,0.008034662047630023,1.8209106322209694,-0.13088427151605048,0.07870119239027354
1764059603.8259778,0.03159887687273946,-0.0026278447083532717,0.0009022562063419275,0.03104267957123274,-0.010486634839178886,0.0010990551098345347,0.03159909455724481,-0.0026281261771320262,0.0009022596233869468,0.06388782811478957,-0.004404850313006214,0.011859514336791183,1.8231279853054874,-0.14043126745346016,0.06336374284768723
1764059603.8360708,0.03143802413488946,-0.0023521530775783683,-0.00025326216075803983,0.032738408872085276,-0.01311726230040149,-0.0001440411901574938,0.031368852272320176,-0.002360550050450159,-0.00025298704771807486,0.07675665047648447,-0.005042722108098535,0.016755994911685404,1.8757650667897148,-0.12851348198014376,0.04648610773199259
1764059603.8457592,0.03317529315485809,-0.002538420368375717,-0.0006243600994706455,0.03253127046388863,-0.01614429022067456,-0.0005253401007863577,0.03287067299432843,-0.002606079310469699,-0.000621538663085772,0.08709161404493998,-0.006462421184526668,0.024069278544574194,1.876098644645179,-0.14063692916871415,0.05105101529773721
1764059603.8564014,0.03307096841811722,-0.00254936775514934,-0.0008126595185848317,0.03273113872340389,-0.01833820184987355,-0.000995604892589196,0.03232548481454563,-0.0027778141388509043,-0.0008035856928223715,0.09638717018669264,-0.007923457812489695,0.03409410692660056,1.8889277409960463,-0.11226317839087192,0.03916840645797632
1764059603.8659778,0.033349201682957255,-0.002127873091074817,-0.0014007085373609618,0.032443102414423386,-0.021110859244914872,-0.0014631688305412997,0.03195572383004178,-0.002630475485417688,-0.001371297932432875,0.10329544215399808,-0.011197348837787773,0.04707459612273418,1.8876403677750244,-0.1227980230022059,0.027607035690454237
1764059603.875911,0.03366172571041623,-0.0024631441493035942,-0.001435340624839706,0.03161140312292233,-0.023713099213840013,-0.0015039272579861858,0.03156936510210564,-0.0032694214847124965,-0.0013894112706333108,0.10769020650680372,-0.01561695069428791,0.06201833723534469,1.8721615699049357,-0.1350529094516471,0.032905837834917344
