time_sec,quad_ref_x,quad_ref_y,quad_ref_z,quad_actual_x,quad_actual_y,quad_actual_z,payload_ref_x,payload_ref_y,payload_ref_z,payload_actual_x,payload_actual_y,payload_actual_z,quad_ref_vx,quad_ref_vy,quad_ref_vz,quad_actual_vx,quad_actual_vy,quad_actual_vz,payload_ref_vx,payload_ref_vy,payload_ref_vz,payload_actual_vx,payload_actual_vy,payload_actual_vz
0,0,0,2.66845,2.00294,0.261839,2.6189,0,0,2,2.00294,0.261839,1.95045,2.29518,1.98071,0,0.00869412,0.615593,-0.0632093,2.4,2.4,0,0.00869412,0.615593,-0.0632093
0.0100552,0.023127,0.0199577,2.66843,2.00303,0.268028,2.61827,0.0241832,0.0241824,2,2.00303,0.268028,1.94983,2.29511,1.98048,-0.00281511,0.00872075,0.622205,-0.0598292,2.39992,2.39969,0,0.00872075,0.622205,-0.0598292
0.0199831,0.0459193,0.0396233,2.66839,2.00312,0.274283,2.61776,0.0480163,0.0480101,2,2.00312,0.274283,1.94932,2.29491,1.9798,-0.00558587,0.00876026,0.628797,-0.0383943,2.39969,2.39877,0,0.00876026,0.628797,-0.0383943
0.0299694,0.0688913,0.0594371,2.66832,2.00321,0.280604,2.61758,0.072037,0.0720162,2,2.00321,0.280604,1.94914,2.29458,1.97866,-0.00837125,0.00880864,0.635326,0.00559469,2.39931,2.39723,0,0.00881037,0.635326,0.00559469
0.0400705,0.0922009,0.0795316,2.66822,2.00329,0.28699,2.6179,0.0964102,0.0963604,2,2.00329,0.28699,1.94946,2.2941,1.97704,-0.0111864,0.00823393,0.641866,0.0565178,2.39876,2.39504,0,0.00883146,0.641761,0.0565178
0.0500436,0.114875,0.0990652,2.6681,2.00336,0.293446,2.61861,0.120119,0.120023,2,2.00338,0.293439,1.95017,2.2935,1.97502,-0.0139106,0.0042747,0.649824,0.0818356,2.39808,2.3923,0,0.00886834,0.648176,0.0818358
0.0600576,0.138182,0.119126,2.66794,2.00336,0.300001,2.61951,0.144488,0.14432,2,2.00347,0.299953,1.95106,2.29275,1.97247,-0.0166924,-0.0054116,0.662082,0.0961959,2.39721,2.38887,0,0.00890823,0.654555,0.0961989
0.0700289,0.160771,0.138549,2.66776,2.00323,0.306709,2.62054,0.168106,0.167842,2,2.00356,0.30653,1.95209,2.29189,1.96955,-0.0193674,-0.021993,0.680478,0.110872,2.39623,2.38493,0,0.00889109,0.660935,0.110893
0.0801147,0.183978,0.15848,2.66755,2.0029,0.313623,2.6217,0.192369,0.191973,2,2.00365,0.313172,1.95326,2.29087,1.96609,-0.0220904,-0.0427753,0.702665,0.118873,2.39506,2.38026,0,0.0088097,0.667358,0.118954
0.0901485,0.207642,0.178773,2.66731,2.00237,0.320766,2.62287,0.217108,0.216539,2,2.00374,0.319877,1.95443,2.28969,1.96207,-0.0248369,-0.0643852,0.726256,0.114304,2.39371,2.37486,0,0.00861379,0.673767,0.114523
0.100028,0.229957,0.19788,2.66706,2.00161,0.328157,2.62398,0.240437,0.239663,2,2.00382,0.326647,1.95554,2.28844,1.95784,-0.0273958,-0.0883638,0.752553,0.108385,2.39228,2.36917,0,0.00831183,0.680169,0.108868
0.110046,0.252937,0.217523,2.66677,2.00059,0.335826,2.62504,0.264459,0.263429,2,2.0039,0.333481,1.95661,2.28702,1.95303,-0.0299963,-0.115004,0.781452,0.103353,2.39066,2.3627,0,0.00789776,0.686624,0.104294
0.120173,0.276044,0.237235,2.66645,1.9993,0.343793,2.62605,0.288611,0.287273,2,2.00398,0.34038,1.95763,2.28546,1.94772,-0.0325721,-0.143553,0.812263,0.0983399,2.38887,2.35558,0,0.00732078,0.693277,0.100003
0.130097,0.298633,0.256466,2.66612,1.99772,0.352075,2.62701,0.312222,0.310527,2,2.00405,0.347347,1.95861,2.28379,1.94208,-0.0350497,-0.173646,0.844522,0.0939365,2.38697,2.34801,0,0.00653404,0.69995,0.0966657
0.14009,0.32169,0.276049,2.66575,1.99583,0.360686,2.62793,0.33632,0.3342,2,2.00411,0.35438,1.95956,2.28195,1.93585,-0.0375338,-0.2046,0.877831,0.0897186,2.38487,2.33967,0,0.00548753,0.706741,0.093936
0.150144,0.344365,0.295261,2.66536,1.99363,0.369634,2.6288,0.360016,0.357415,2,2.00416,0.361482,1.96049,2.28001,1.92927,-0.0399298,-0.235778,0.91178,0.085402,2.38266,2.33087,0,0.00414511,0.713753,0.0915983
0.160247,0.367336,0.314672,2.66495,1.99111,0.378923,2.62963,0.384021,0.380862,2,2.00419,0.368656,1.9614,2.2779,1.92213,-0.0423067,-0.266649,0.945971,0.0807806,2.38026,2.32135,0,0.0024581,0.721076,0.0895022
0.170066,0.390102,0.333854,2.66452,1.98829,0.388553,2.63042,0.407809,0.404023,2,2.0042,0.375905,1.96228,2.27567,1.91459,-0.0446095,-0.29682,0.980051,0.0757903,2.37772,2.3113,0,0.000383137,0.728709,0.0876255
0.180213,0.413156,0.35322,2.66405,1.98518,0.398522,2.63115,0.431896,0.427396,2,2.0042,0.383231,1.96315,2.27327,1.90649,-0.0468851,-0.325859,1.01369,0.0703415,2.375,2.30052,0,-0.00211585,0.736672,0.0858989
0.190049,0.435253,0.371722,2.66359,1.98178,0.408825,2.63182,0.454981,0.449718,2,2.00416,0.390639,1.964,2.27084,1.89826,-0.0490105,-0.353446,1.04662,0.064397,2.37224,2.2896,0,-0.00507209,0.744934,0.084286
0.200125,0.458304,0.390956,2.66308,1.97812,0.419452,2.63244,0.47906,0.472912,2,2.00409,0.398131,1.96484,2.26816,1.88922,-0.051167,-0.379227,1.07864,0.0577541,2.3692,2.2776,0,-0.00850749,0.753616,0.0825586
0.21005,0.480999,0.409824,2.66255,1.9742,0.430394,2.63298,0.502764,0.495653,2,2.00399,0.405713,1.96565,2.26538,1.87984,-0.0532272,-0.403026,1.10972,0.0506057,2.36606,2.26519,0,-0.0124757,0.762825,0.0808671
0.219974,0.502899,0.427963,2.66203,1.97006,0.441642,2.63345,0.525636,0.517505,2,2.00384,0.413389,1.96645,2.26256,1.87034,-0.055154,-0.424675,1.13962,0.04296,2.36287,2.25264,0,-0.0169939,0.772477,0.0791576
0.229983,0.525643,0.446725,2.66147,1.96572,0.453183,2.63384,0.549387,0.540097,2,2.00365,0.421165,1.96724,2.25949,1.86,-0.0570892,-0.444087,1.16834,0.0351006,2.35941,2.23903,0,-0.0221146,0.782666,0.0776353
0.240113,0.548818,0.465761,2.66087,1.96119,0.465005,2.63415,0.573586,0.563005,2,2.0034,0.429045,1.96801,2.25621,1.84898,-0.0589899,-0.461207,1.1959,0.027487,2.35572,2.22453,0,-0.0278624,0.793464,0.076669
0.250076,0.571212,0.484071,2.66027,1.9565,0.477097,2.63439,0.596967,0.585028,2,2.00309,0.437036,1.96877,2.2529,1.83786,-0.0607563,-0.475998,1.22218,0.0203685,2.352,2.20994,0,-0.0342935,0.804822,0.0764021
0.259994,0.593386,0.502117,2.65967,1.95168,0.489444,2.63456,0.620114,0.606722,2,2.00271,0.445143,1.96954,2.24949,1.82639,-0.0624356,-0.488368,1.24715,0.0137629,2.34817,2.19491,0,-0.041437,0.816784,0.0767285
0.269977,0.616367,0.520728,2.65902,1.94674,0.502035,2.63467,0.644102,0.629082,2,2.00226,0.453373,1.97031,2.2458,1.81401,-0.0641011,-0.49818,1.27074,0.00779954,2.34403,2.17874,0,-0.0492582,0.829366,0.0776403
0.280062,0.638781,0.538785,2.65837,1.94172,0.514854,2.63472,0.667495,0.650763,2,2.00172,0.461732,1.97109,2.24205,1.80146,-0.0656503,-0.505407,1.29283,0.0024779,2.33984,2.16237,0,-0.0577912,0.84254,0.0789925
0.289969,0.661306,0.556834,2.65771,1.93664,0.527887,2.63472,0.691001,0.672421,2,2.0011,0.470226,1.97189,2.23813,1.78836,-0.067131,-0.509997,1.31337,-0.00223074,2.33547,2.14534,0,-0.0670245,0.856289,0.0806072
0.299991,0.683695,0.574673,2.65703,1.93153,0.541116,2.63467,0.714363,0.693814,2,2.00038,0.47886,1.9727,2.2341,1.77487,-0.0685256,-0.51191,1.33234,-0.00637325,2.33097,2.12783,0,-0.0769322,0.870652,0.0822868
0.309997,0.705719,0.592119,2.65634,1.92641,0.554528,2.63459,0.73734,0.714723,2,1.99956,0.487641,1.97354,2.22998,1.76113,-0.0698213,-0.511108,1.34977,-0.00997585,2.32638,2.11004,0,-0.0874552,0.885678,0.0838571
0.320048,0.727905,0.609586,2.65564,1.92132,0.568107,2.63448,0.760484,0.735644,2,1.99863,0.496576,1.97438,2.22568,1.74681,-0.0710489,-0.507624,1.36563,-0.0130732,2.32161,2.09155,0,-0.0985787,0.901377,0.0851422
0.330044,0.750197,0.627025,2.65492,1.91627,0.581836,2.63433,0.783735,0.756518,2,1.99758,0.505671,1.97524,2.22122,1.73195,-0.072203,-0.501512,1.37988,-0.0157705,2.31665,2.07241,0,-0.110271,0.917693,0.0859071
0.340003,0.772457,0.644324,2.65419,1.9113,0.595699,2.63416,0.80695,0.77721,2,1.99642,0.514932,1.9761,2.2166,1.71662,-0.073275,-0.492744,1.39257,-0.0176553,2.31155,2.05271,0,-0.122537,0.934681,0.0864308
0.350052,0.794779,0.661549,2.65345,1.90642,0.609682,2.63398,0.830226,0.797801,2,1.99513,0.524367,1.97697,2.21183,1.70077,-0.0742684,-0.481276,1.40367,-0.0182051,2.30627,2.03239,0,-0.135381,0.952329,0.0871034
0.360009,0.816393,0.67811,2.65272,1.90168,0.623767,2.6338,0.852762,0.817585,2,1.99371,0.53398,1.97784,2.20705,1.68496,-0.0751519,-0.467324,1.41312,-0.0186609,2.301,2.01216,0,-0.148622,0.970498,0.0866387
0.370056,0.838717,0.695088,2.65195,1.89709,0.637938,2.63361,0.876034,0.837852,2,1.99216,0.543778,1.97869,2.20196,1.66814,-0.0759827,-0.450925,1.42088,-0.0188569,2.2954,1.9907,0,-0.162195,0.989123,0.085133
0.380036,0.861196,0.712049,2.65117,1.89267,0.652179,2.63342,0.899466,0.858086,2,1.99047,0.553765,1.97953,2.19668,1.6507,-0.0767348,-0.4321,1.42703,-0.018479,2.28959,1.96851,0,-0.17608,1.00829,0.0828357
0.389991,0.882599,0.728069,2.65042,1.88845,0.666473,2.63324,0.921773,0.877183,2,1.98864,0.563945,1.98035,2.1915,1.63363,-0.0773717,-0.410893,1.4315,-0.0171775,2.2839,1.94685,0,-0.190306,1.02795,0.0800425
0.400013,0.904286,0.744167,2.64965,1.88446,0.680803,2.63308,0.944373,0.896362,2,1.98666,0.574325,1.98113,2.1861,1.61587,-0.077938,-0.387438,1.43422,-0.0151315,2.27799,1.92435,0,-0.20481,1.04798,0.0765811
0.410036,0.926257,0.760335,2.64887,1.88071,0.695152,2.63294,0.967266,0.91561,2,1.98454,0.584906,1.98188,2.18047,1.59739,-0.0784301,-0.361854,1.43522,-0.0124612,2.27183,1.90101,0,-0.21952,1.06835,0.0723608
0.419978,0.947672,0.775953,2.64809,1.87723,0.709502,2.63283,0.989577,0.93419,2,1.98227,0.595692,1.98257,2.17483,1.57892,-0.0788307,-0.334341,1.43459,-0.00966998,2.26567,1.87773,0,-0.234257,1.08902,0.06698
0.430085,0.970038,0.792112,2.64728,1.87403,0.723839,2.63275,1.01287,0.9534,2,1.97985,0.606687,1.98321,2.16877,1.55912,-0.0791655,-0.304996,1.43238,-0.00673507,2.25907,1.85284,0,-0.248951,1.11,0.0605412
0.440043,0.99144,0.807423,2.6465,1.87113,0.738144,2.6327,1.03517,0.971589,2,1.97729,0.617893,1.98378,2.16281,1.5397,-0.0794061,-0.273877,1.42851,-0.00349025,2.2526,1.8285,0,-0.263559,1.13118,0.0532964
0.450076,1.01306,0.822733,2.6457,1.86856,0.752404,2.63268,1.05768,0.989764,2,1.97458,0.629312,1.98428,2.15664,1.51962,-0.0795696,-0.241142,1.42311,-2.29965e-05,2.24589,1.80337,0,-0.278046,1.15264,0.0452878
0.460032,1.0343,0.837628,2.64491,1.86632,0.766602,2.6327,1.07981,1.00743,2,1.97173,0.640946,1.98469,2.15041,1.4994,-0.0796529,-0.206986,1.41617,0.00347732,2.23915,1.77814,0,-0.292359,1.17428,0.0364941
0.470032,1.0556,0.852396,2.64412,1.86442,0.780723,2.63275,1.10198,1.02494,2,1.96874,0.652798,1.985,2.14401,1.47868,-0.0796592,-0.171543,1.40779,0.00687722,2.23222,1.75234,0,-0.306398,1.19611,0.0269651
0.479974,1.07695,0.867037,2.64333,1.86289,0.794753,2.63283,1.1242,1.04229,2,1.9656,0.664869,1.98522,2.13743,1.45743,-0.0795884,-0.134948,1.39796,0.0101562,2.22512,1.72595,0,-0.320115,1.21806,0.0168666
0.490039,1.09852,0.881655,2.64253,1.86173,0.808677,2.63295,1.14665,1.05959,2,1.96234,0.67716,1.98534,2.13062,1.43549,-0.0794387,-0.0973258,1.38674,0.0133136,2.21777,1.69876,0,-0.333482,1.24017,0.0063901
0.500036,1.11978,0.895897,2.64173,1.86094,0.822483,2.6331,1.16879,1.07644,2,1.95894,0.689672,1.98535,2.12373,1.41338,-0.0792145,-0.0588182,1.37413,0.0163216,2.21037,1.67143,0,-0.34646,1.26239,-0.00428165
0.510039,1.14097,0.909908,2.64094,1.86055,0.836156,2.63327,1.19084,1.093,2,1.95541,0.702408,1.98525,2.11671,1.39088,-0.0789158,-0.019625,1.36021,0.0190578,2.20282,1.64368,0,-0.359038,1.2847,-0.0150418
0.520019,1.16205,0.923668,2.64016,1.86055,0.849683,2.63348,1.21277,1.10926,2,1.95176,0.715367,1.98505,2.10955,1.36803,-0.0785445,0.0201323,1.34498,0.021483,2.19515,1.61556,0,-0.371152,1.30708,-0.0257009
0.530034,1.18307,0.937206,2.63938,1.86096,0.863051,2.6337,1.23464,1.12524,2,1.94799,0.728549,1.98474,2.10225,1.34478,-0.0781011,0.06032,1.32849,0.0236055,2.18733,1.58701,0,-0.382779,1.32951,-0.0360281
0.539933,1.20387,0.950421,2.6386,1.86176,0.876248,2.63395,1.25629,1.14083,2,1.9441,0.741957,1.98433,2.09486,1.32132,-0.0775907,0.100816,1.31076,0.0253921,2.17943,1.55826,0,-0.393867,1.35197,-0.0458287
0.550049,1.22504,0.963679,2.63782,1.86297,0.889263,2.63421,1.27832,1.15646,2,1.94011,0.755589,1.98382,2.08716,1.29696,-0.0769988,0.141479,1.29189,0.0267145,2.17122,1.52848,0,-0.404336,1.37445,-0.0549902
0.560031,1.24575,0.976449,2.63706,1.86459,0.902082,2.63448,1.29986,1.1715,2,1.93602,0.769445,1.98323,2.07946,1.27268,-0.0763498,0.182176,1.27183,0.0275878,2.16302,1.49887,0,-0.41415,1.39686,-0.0632799
