time,fl_true_x,fl_true_y,fl_true_z,fl_est_x,fl_est_y,fl_est_z,fq_true_x,fq_true_y,fq_true_z,fq_est_x,fq_est_y,fq_est_z,wind_x,wind_y,wind_z
1764392577.7271194,0.0100817104278339,0.055693783259280885,-0.0037991889727841573,0.06912581218002589,0.0526565123771746,0.0040744758009896714,0.008104053151090411,0.04071134739160903,-0.002449628574110813,-0.0006767584590817426,0.2755415843908867,0.14862717676338932,0.0,0.0,0.0
1764392577.737485,0.010234390758662391,0.05510600532269191,-0.003442052563235749,0.06951641682567841,0.05160596000476892,0.004366373023583834,0.008402160259205526,0.04040875534593737,-0.002112396014175409,-0.0004932882576534781,0.27438915634326433,0.15491732663293412,0.0,0.0,0.0
1764392577.7472403,0.010384461101438416,0.0545024036983304,-0.0031019808423872674,0.06995575935049518,0.050522215472022666,0.004663394181646434,0.008699201740372885,0.040090394281197365,-0.0017899757761283544,-0.00010644380533334635,0.2731116356742096,0.15991287443271518,0.0,0.0,0.0
1764392577.7589238,0.010531967223657693,0.053883263479286715,-0.0027782183550574655,0.07042893936282271,0.04941241612073933,0.004963988619480726,0.008995367519985196,0.039755987021200236,-0.00148161925448045,0.0004969836615174063,0.27171502001898007,0.16358358338734608,0.0,0.0,0.0
1764392577.7670598,0.010676968186522433,0.05324891945318664,-0.0024700623650972613,0.07093715926781774,0.04816028073229338,0.005325201381846872,0.009291111726120729,0.039405291894655116,-0.001186587442574303,0.0014248543608168535,0.27013593060431784,0.1657714961173316,0.0,0.0,0.0
1764392577.777295,0.010819474532650412,0.05259989302143129,-0.0021761694578585895,0.07135696122229321,0.04715828109014211,0.005556796434223592,0.009585620538095994,0.0390367152339515,-0.0009035621018359738,0.0025608874554875274,0.2685869666026401,0.16601083671298145,0.0,0.0,0.0
1764392577.787347,0.01095956715521386,0.051936619781784175,-0.0018958821608027233,0.07175194409402294,0.046034998679649206,0.005840358028221434,0.00987882713920564,0.03864950010720685,-0.0006318206538372314,0.004090512273379844,0.2668556444630832,0.16446599351210936,0.0,0.0,0.0
1764392577.7968612,0.011097403245845657,0.0512593508523394,-0.0016293913814344725,0.07208010770158764,0.04492184795418811,0.006113101859550579,0.010172604002599513,0.03824396806522943,-0.0003712724880014934,0.005929312888642912,0.2650120693809604,0.16125725978520275,0.0,0.0,0.0
1764392577.8075197,0.011232942197305156,0.05056901686052555,-0.001374407064903878,0.07233932265549546,0.043819865642376964,0.006373059024035326,0.010467531562699335,0.037819351704451956,-0.0001196034590176623,0.008028763712496308,0.2630618697334409,0.15670361323250334,0.0,0.0,0.0
1764392577.8170204,0.011366044954925818,0.04986701417542854,-0.0011271677552266808,0.07253225049195275,0.04273017968117852,0.006627735461714801,0.010763526354840958,0.03737330705590892,0.00012696282411192345,0.010337144023979663,0.2610117539210425,0.15113857949636186,0.0,0.0,0.0
1764392577.8270822,0.01149735766111501,0.04915211033430831,-0.0008936112219557337,0.072636723474246,0.04165510946809756,0.006870000070180904,0.011062524491881697,0.036901786486834176,0.00036387111719109986,0.012903714356918634,0.2588486089424954,0.14435291572282288,0.0,0.0,0.0
