timestamp,scenario_id,trajectory_mode,wind_type,quad_pos_x,quad_pos_y,quad_pos_z,quad_vel_x,quad_vel_y,quad_vel_z,quad_rot_r13,quad_rot_r23,quad_rot_r33,quad_omega_x,quad_omega_y,quad_omega_z,quad_acc_x,quad_acc_y,quad_acc_z,load_pos_x,load_pos_y,load_pos_z,load_vel_x,load_vel_y,load_vel_z,load_acc_x,load_acc_y,load_acc_z,cable_dir_x,cable_dir_y,cable_dir_z,motor_rpm_1,motor_rpm_2,motor_rpm_3,motor_rpm_4,thrust_total,mass_quad,mass_load,l_length,sqrt_kf,fl_true_x,fl_true_y,fl_true_z,fq_true_x,fq_true_y,fq_true_z,fl_est_x,fl_est_y,fl_est_z,fq_est_x,fq_est_y,fq_est_z,wind_x,wind_y,wind_z
1762274790.785911,circle.c1_low,circle,,-2.044555318714472,-1.7606022266847965,2.7541272773691845,1.6644268877848132,-2.022253501339455,-0.07752185032609613,-0.03281853432729165,-0.29264750012212165,0.9556570440660384,-0.36375614075385343,-0.26432269269808606,1.2003710671204175,-2.456612379082702,3.513533534826247,8.365991769465673,-2.1319278977984,-1.445566229523187,2.136314287815093,1.399851495007661,-2.4906568813088468,-0.21406520952243732,1.9239486927296046,0.803419056632837,9.335675379248261,-0.059736190175991424,0.3496431404866988,-0.9349766103458719,18047,17795,18059,17771,11.53463882652592,1.15,0.285,0.66844507,9.476982642170451e-05,0.4139390536176409,1.0247817107556663,0.5522304635995114,0.372403673823393,0.9301006702106841,0.5102529046346399,1.376091886008488,-0.479847328236369,-0.1943755688170325,1.3551039258672286,3.3342983535368185,1.7453217009196005,5.102608900761998,6.3714678682644,4.5536423467589815
1762274790.7946892,circle.c1_low,circle,,-2.044555318714472,-1.7606022266847965,2.7541272773691845,1.6644268877848132,-2.022253501339455,-0.07752185032609613,-0.03281853432729165,-0.29264750012212165,0.9556570440660384,-0.36375614075385343,-0.26432269269808606,1.2003710671204175,-2.456612379082702,3.513533534826247,8.365991769465673,-2.1319278977984,-1.445566229523187,2.136314287815093,1.399851495007661,-2.4906568813088468,-0.21406520952243732,1.9239486927296046,0.803419056632837,9.335675379248261,-0.059736190175991424,0.3496431404866988,-0.9349766103458719,18047,17795,18059,17771,11.53463882652592,1.15,0.285,0.66844507,9.476982642170451e-05,0.410456837392394,1.0220084717645272,0.5532902478086984,0.3694720267916607,0.9270994697128294,0.5112621366225284,1.376091886008488,-0.479847328236369,-0.1943755688170325,1.3551039258672286,3.3342983535368185,1.7453217009196005,5.102608900761998,6.3714678682644,4.5536423467589815
1762274790.8189213,circle.c1_low,circle,,-2.0110665172307205,-1.8007569989675365,2.7524628416619006,1.6845903964926423,-1.9936091642235536,-0.08903736595865439,-0.03140685197438345,-0.28420257447489305,0.958249710473027,-0.1659390174804304,-0.5294995836003171,1.2004352084844183,-2.248416066119053,3.5105101848051303,8.411153285007185,-2.052018369181199,-1.5813431102487532,2.1238351487837246,1.5069520170552586,-2.446831705060145,-0.23962148977146988,2.0213526490171496,0.7847503494287089,9.3489743122209,-0.06630769198986296,0.33420588799502066,-0.9401647272751925,17978,18032,17977,18104,11.669328961225961,1.15,0.285,0.66844507,9.476982642170451e-05,0.4145101750694339,1.004107898150439,0.5435971412158446,0.37412632850697214,0.9092944954308607,0.5019507532105671,1.3725919237930655,-0.4786022766865492,-0.1921119611783613,1.3515852652141536,3.3358987078884224,1.744992000429899,5.259181884435292,6.231884406586418,4.445882487157407
1762274790.8199213,circle.c1_low,circle,,-1.9873833263694538,-1.8285249097622942,2.75115914351775,1.6987362464411242,-1.9728831954126282,-0.09737321550349756,-0.0333109274642157,-0.2771912857251703,0.9602371449157907,-0.16666564412240686,-0.5388436505302932,1.2002685263747943,-2.25512082465675,3.5350287039618875,8.42275372191895,-2.038373305028911,-1.6033306398479479,2.121660190969269,1.5253432299743348,-2.4390431112197497,-0.24383872289500846,2.0213526490171496,0.7847503494287089,9.3489743122209,-0.06630769198986296,0.33420588799502066,-0.9401647272751925,17752,18035,17729,18230,11.5593636280924,1.15,0.285,0.66844507,9.476982642170451e-05,0.42533251350039186,0.9937420137355053,0.5363268371126856,0.3845369684624429,0.8993007819203506,0.494975835835632,1.3706420038277474,-0.4777304168813715,-0.1910400246568668,1.3496314728903807,3.336816638540911,1.7447491533570894,5.260012530642005,6.256561612979592,4.455778222715917
1762274790.8249211,circle.c1_low,circle,,-1.9873833263694538,-1.8285249097622942,2.75115914351775,1.6987362464411242,-1.9728831954126282,-0.09737321550349756,-0.0333109274642157,-0.2771912857251703,0.9602371449157907,-0.16666564412240686,-0.5388436505302932,1.2002685263747943,-2.25512082465675,3.5350287039618875,8.42275372191895,-2.038373305028911,-1.6033306398479479,2.121660190969269,1.5253432299743348,-2.4390431112197497,-0.24383872289500846,2.0213526490171496,0.7847503494287089,9.3489743122209,-0.06630769198986296,0.33420588799502066,-0.9401647272751925,17752,18035,17729,18230,11.5593636280924,1.15,0.285,0.66844507,9.476982642170451e-05,0.42172587986847776,0.9800337105560267,0.531760699232936,0.38160721800137415,0.8858504461687933,0.49060172566925975,1.3706420038277474,-0.4777304168813715,-0.1910400246568668,1.3496314728903807,3.336816638540911,1.7447491533570894,5.260012530642005,6.256561612979592,4.455778222715917
1762274790.8349211,circle.c1_low,circle,,-1.9873833263694538,-1.8285249097622942,2.75115914351775,1.6987362464411242,-1.9728831954126282,-0.09737321550349756,-0.0333109274642157,-0.2771912857251703,0.9602371449157907,-0.16666564412240686,-0.5388436505302932,1.2002685263747943,-2.25512082465675,3.5350287039618875,8.42275372191895,-2.038373305028911,-1.6033306398479479,2.121660190969269,1.5253432299743348,-2.4390431112197497,-0.24383872289500846,2.0213526490171496,0.7847503494287089,9.3489743122209,-0.06630769198986296,0.33420588799502066,-0.9401647272751925,17752,18035,17729,18230,11.5593636280924,1.15,0.285,0.66844507,9.476982642170451e-05,0.4227923362800446,0.9758503955509175,0.5274511191726623,0.3836361776128765,0.881075709056383,0.48653948390295043,1.3706420038277474,-0.4777304168813715,-0.1910400246568668,1.3496314728903807,3.336816638540911,1.7447491533570894,5.260012530642005,6.256561612979592,4.455778222715917
1762274790.844839,circle.c1_low,circle,,-1.9873833263694538,-1.8285249097622942,2.75115914351775,1.6987362464411242,-1.9728831954126282,-0.09737321550349756,-0.0333109274642157,-0.2771912857251703,0.9602371449157907,-0.16666564412240686,-0.5388436505302932,1.2002685263747943,-2.25512082465675,3.5350287039618875,8.42275372191895,-2.038373305028911,-1.6033306398479479,2.121660190969269,1.5253432299743348,-2.4390431112197497,-0.24383872289500846,2.0213526490171496,0.7847503494287089,9.3489743122209,-0.06630769198986296,0.33420588799502066,-0.9401647272751925,17752,18035,17729,18230,11.5593636280924,1.15,0.285,0.66844507,9.476982642170451e-05,0.42516650881314233,0.9931978808010693,0.5305052779316186,0.38663727920409335,0.897025571096411,0.4895551555866808,1.3706420038277474,-0.4777304168813715,-0.1910400246568668,1.3496314728903807,3.336816638540911,1.7447491533570894,5.260012530642005,6.256561612979592,4.455778222715917
1762274790.8549366,circle.c1_low,circle,,-1.977172261906119,-1.8403351650353854,2.7505641144881503,1.7049706791252288,-1.9638704035109917,-0.10101770990174355,-0.03337785089186873,-0.27410470654647673,0.9611204555811957,-0.3244193565689037,-0.4506459267490984,1.1987373967708645,-2.1387650848331,3.5862759428064903,8.366983552411735,-2.024560999061525,-1.6252449039026862,2.119446614521632,1.5441682921143438,-2.4308153760065943,-0.24808239068032598,2.11334415561093,0.9164531523193631,9.310288581957122,-0.07089398857471753,0.32177701771770006,-0.9441576103875194,18253,17598,18151,17851,11.594692054471802,1.15,0.285,0.66844507,9.476982642170451e-05,0.4377261752901679,0.986254309668263,0.5300379326571617,0.3993998493872665,0.8899586698618676,0.4892032236142625,1.3666536451608067,-0.4776004760702512,-0.1896996818927267,1.350075417880205,3.336562718755142,1.7448912831030154,5.4247383994931715,6.256973414986328,4.45390730512972
1762274790.864627,circle.c1_low,circle,,-1.977172261906119,-1.8403351650353854,2.7505641144881503,1.7049706791252288,-1.9638704035109917,-0.10101770990174355,-0.03337785089186873,-0.27410470654647673,0.9611204555811957,-0.3244193565689037,-0.4506459267490984,1.1987373967708645,-2.1387650848331,3.5862759428064903,8.366983552411735,-2.024560999061525,-1.6252449039026862,2.119446614521632,1.5441682921143438,-2.4308153760065943,-0.24808239068032598,2.11334415561093,0.9164531523193631,9.310288581957122,-0.07089398857471753,0.32177701771770006,-0.9441576103875194,18253,17598,18151,17851,11.594692054471802,1.15,0.285,0.66844507,9.476982642170451e-05,0.44004205709661737,0.9778727553416099,0.5287372466754743,0.4020679456940366,0.8817517945112437,0.48800840242391486,1.3666536451608067,-0.4776004760702512,-0.1896996818927267,1.350075417880205,3.336562718755142,1.7448912831030154,5.4247383994931715,6.256973414986328,4.45390730512972
1762274790.8749297,circle.c1_low,circle,,-1.977172261906119,-1.8403351650353854,2.7505641144881503,1.7049706791252288,-1.9638704035109917,-0.10101770990174355,-0.03337785089186873,-0.27410470654647673,0.9611204555811957,-0.2946122391575515,-0.5050454655578639,1.198511662010389,-2.1323358147302187,3.5884429630361225,8.40162870475559,-2.0199190023572298,-1.6325332198739453,2.1187002544473366,1.5505004217919491,-2.4280511652483567,-0.24947307286052808,2.1157260914503873,0.9274343872127666,9.34271755408181,-0.07160840853548872,0.31967741438920144,-0.9448166946855084,18216,17763,18146,17869,11.63911983335864,1.15,0.285,0.66844507,9.476982642170451e-05,0.43863630153011934,0.9784471885265951,0.530096255336698,0.401076999512305,0.8821091902757364,0.4893494600359168,1.3666536451608067,-0.4776004760702512,-0.1896996818927267,1.350075417880205,3.336562718755142,1.7448912831030154,5.4247383994931715,6.256973414986328,4.45390730512972
